"","County","Date","Count","AgeGrp"
"1","Alamance","2020-09-04",0,"Ages 25-49"
"2","Alamance","2020-08-08",0,"Ages 25-49"
"3","Alamance","2020-08-10",0,"Ages 25-49"
"4","Alamance","2020-08-13",0,"Ages 25-49"
"5","Alamance","2020-12-06",0,"Ages 25-49"
"6","Alamance","2020-08-07",0,"Ages 25-49"
"7","Alamance","2020-08-09",0,"Ages 25-49"
"8","Alamance","2020-06-27",0,"Ages 25-49"
"9","Alamance","2020-08-25",0,"Ages 25-49"
"10","Alamance","2020-08-11",0,"Ages 25-49"
"11","Alamance","2020-08-12",0,"Ages 25-49"
"12","Alamance","2020-09-05",0,"Ages 25-49"
"13","Alamance","2020-08-22",0,"Ages 25-49"
"14","Alamance","2020-05-06",0,"Ages 25-49"
"15","Alamance","2020-08-21",0,"Ages 25-49"
"16","Alamance","2020-08-27",0,"Ages 25-49"
"17","Alamance","2020-08-24",0,"Ages 25-49"
"18","Alamance","2020-05-07",0,"Ages 25-49"
"19","Alamance","2020-05-03",0,"Ages 25-49"
"20","Alamance","2020-08-06",0,"Ages 25-49"
"21","Alamance","2020-12-17",0,"Ages 25-49"
"22","Alamance","2020-05-05",0,"Ages 25-49"
"23","Alamance","2020-08-20",0,"Ages 25-49"
"24","Alamance","2020-06-29",0,"Ages 25-49"
"25","Alamance","2020-12-07",1,"Ages 25-49"
"26","Alamance","2020-12-08",0,"Ages 25-49"
"27","Alamance","2020-06-28",0,"Ages 25-49"
"28","Alamance","2020-08-14",0,"Ages 25-49"
"29","Alamance","2020-08-15",0,"Ages 25-49"
"30","Alamance","2020-08-16",0,"Ages 25-49"
"31","Alamance","2020-12-09",1,"Ages 25-49"
"32","Alamance","2020-06-24",0,"Ages 25-49"
"33","Alamance","2020-12-16",0,"Ages 25-49"
"34","Alamance","2020-06-26",0,"Ages 25-49"
"35","Alamance","2020-08-05",0,"Ages 25-49"
"36","Alamance","2020-12-18",0,"Ages 25-49"
"37","Alamance","2020-12-19",0,"Ages 25-49"
"38","Alamance","2020-12-20",0,"Ages 25-49"
"39","Alamance","2020-08-23",0,"Ages 25-49"
"40","Alamance","2020-12-21",0,"Ages 25-49"
"41","Alamance","2020-12-22",0,"Ages 25-49"
"42","Alamance","2020-08-26",0,"Ages 25-49"
"43","Alamance","2020-12-24",0,"Ages 25-49"
"44","Alamance","2020-08-17",0,"Ages 25-49"
"45","Alamance","2020-08-18",0,"Ages 25-49"
"46","Alamance","2020-08-19",0,"Ages 25-49"
"47","Alamance","2020-04-16",0,"Ages 25-49"
"48","Alamance","2020-04-17",0,"Ages 25-49"
"49","Alamance","2020-09-02",0,"Ages 25-49"
"50","Alamance","2020-09-03",0,"Ages 25-49"
"51","Alamance","2020-07-24",0,"Ages 25-49"
"52","Alamance","2020-05-04",0,"Ages 25-49"
"53","Alamance","2020-06-17",1,"Ages 25-49"
"54","Alamance","2020-06-18",0,"Ages 25-49"
"55","Alamance","2020-06-19",0,"Ages 25-49"
"56","Alamance","2020-06-20",0,"Ages 25-49"
"57","Alamance","2020-08-28",0,"Ages 25-49"
"58","Alamance","2020-08-29",0,"Ages 25-49"
"59","Alamance","2020-10-18",0,"Ages 25-49"
"60","Alamance","2020-06-25",0,"Ages 25-49"
"61","Alamance","2020-10-20",0,"Ages 25-49"
"62","Alamance","2020-10-21",0,"Ages 25-49"
"63","Alamance","2020-04-05",0,"Ages 25-49"
"64","Alamance","2020-04-06",0,"Ages 25-49"
"65","Alamance","2020-04-07",0,"Ages 25-49"
"66","Alamance","2020-04-08",0,"Ages 25-49"
"67","Alamance","2020-04-09",0,"Ages 25-49"
"68","Alamance","2020-12-10",0,"Ages 25-49"
"69","Alamance","2020-12-11",0,"Ages 25-49"
"70","Alamance","2020-12-12",0,"Ages 25-49"
"71","Alamance","2020-12-13",1,"Ages 25-49"
"72","Alamance","2020-12-14",1,"Ages 25-49"
"73","Alamance","2020-12-15",0,"Ages 25-49"
"74","Alamance","2020-07-08",0,"Ages 25-49"
"75","Alamance","2020-07-09",0,"Ages 25-49"
"76","Alamance","2020-04-18",0,"Ages 25-49"
"77","Alamance","2020-04-19",0,"Ages 25-49"
"78","Alamance","2020-04-20",0,"Ages 25-49"
"79","Alamance","2020-04-21",0,"Ages 25-49"
"80","Alamance","2020-07-14",0,"Ages 25-49"
"81","Alamance","2020-07-15",0,"Ages 25-49"
"82","Alamance","2020-12-23",0,"Ages 25-49"
"83","Alamance","2020-04-24",0,"Ages 25-49"
"84","Alamance","2020-12-25",0,"Ages 25-49"
"85","Alamance","2020-12-26",0,"Ages 25-49"
"86","Alamance","2020-08-30",0,"Ages 25-49"
"87","Alamance","2021-01-01",0,"Ages 25-49"
"88","Alamance","2020-09-01",0,"Ages 25-49"
"89","Alamance","2020-12-30",0,"Ages 25-49"
"90","Alamance","2020-12-31",0,"Ages 25-49"
"91","Alamance","2020-05-02",0,"Ages 25-49"
"92","Alamance","2020-06-15",1,"Ages 25-49"
"93","Alamance","2020-06-16",0,"Ages 25-49"
"94","Alamance","2020-10-12",0,"Ages 25-49"
"95","Alamance","2020-10-13",0,"Ages 25-49"
"96","Alamance","2020-09-06",0,"Ages 25-49"
"97","Alamance","2020-06-22",0,"Ages 25-49"
"98","Alamance","2020-06-23",0,"Ages 25-49"
"99","Alamance","2020-03-30",0,"Ages 25-49"
"100","Alamance","2020-10-19",0,"Ages 25-49"
"101","Alamance","2020-04-02",0,"Ages 25-49"
"102","Alamance","2020-04-03",0,"Ages 25-49"
"103","Alamance","2020-10-22",0,"Ages 25-49"
"104","Alamance","2020-10-23",0,"Ages 25-49"
"105","Alamance","2020-10-24",0,"Ages 25-49"
"106","Alamance","2020-06-30",0,"Ages 25-49"
"107","Alamance","2020-07-01",0,"Ages 25-49"
"108","Alamance","2020-04-10",0,"Ages 25-49"
"109","Alamance","2020-04-11",0,"Ages 25-49"
"110","Alamance","2020-04-12",0,"Ages 25-49"
"111","Alamance","2020-04-13",0,"Ages 25-49"
"112","Alamance","2020-04-14",0,"Ages 25-49"
"113","Alamance","2020-04-15",0,"Ages 25-49"
"114","Alamance","2020-11-01",0,"Ages 25-49"
"115","Alamance","2020-11-02",0,"Ages 25-49"
"116","Alamance","2020-07-10",0,"Ages 25-49"
"117","Alamance","2020-07-11",0,"Ages 25-49"
"118","Alamance","2020-07-12",0,"Ages 25-49"
"119","Alamance","2020-07-13",0,"Ages 25-49"
"120","Alamance","2020-11-07",0,"Ages 25-49"
"121","Alamance","2020-04-22",0,"Ages 25-49"
"122","Alamance","2020-04-23",0,"Ages 25-49"
"123","Alamance","2020-06-06",0,"Ages 25-49"
"124","Alamance","2020-04-25",0,"Ages 25-49"
"125","Alamance","2020-04-26",0,"Ages 25-49"
"126","Alamance","2020-12-27",0,"Ages 25-49"
"127","Alamance","2020-08-31",0,"Ages 25-49"
"128","Alamance","2020-12-29",0,"Ages 25-49"
"129","Alamance","2020-04-30",0,"Ages 25-49"
"130","Alamance","2020-05-01",0,"Ages 25-49"
"131","Alamance","2020-06-14",1,"Ages 25-49"
"132","Alamance","2020-11-20",0,"Ages 25-49"
"133","Alamance","2020-10-10",0,"Ages 25-49"
"134","Alamance","2020-07-25",0,"Ages 25-49"
"135","Alamance","2020-07-26",0,"Ages 25-49"
"136","Alamance","2020-10-14",0,"Ages 25-49"
"137","Alamance","2020-06-21",0,"Ages 25-49"
"138","Alamance","2020-10-17",0,"Ages 25-49"
"139","Alamance","2020-07-30",0,"Ages 25-49"
"140","Alamance","2020-07-31",0,"Ages 25-49"
"141","Alamance","2020-08-01",0,"Ages 25-49"
"142","Alamance","2020-08-02",0,"Ages 25-49"
"143","Alamance","2020-04-04",0,"Ages 25-49"
"144","Alamance","2020-12-03",0,"Ages 25-49"
"145","Alamance","2020-12-04",0,"Ages 25-49"
"146","Alamance","2020-12-05",0,"Ages 25-49"
"147","Alamance","2020-10-25",0,"Ages 25-49"
"148","Alamance","2020-07-02",0,"Ages 25-49"
"149","Alamance","2020-07-03",0,"Ages 25-49"
"150","Alamance","2020-07-04",0,"Ages 25-49"
"151","Alamance","2020-07-05",0,"Ages 25-49"
"152","Alamance","2020-07-06",0,"Ages 25-49"
"153","Alamance","2020-07-07",0,"Ages 25-49"
"154","Alamance","2020-05-25",0,"Ages 25-49"
"155","Alamance","2020-05-26",0,"Ages 25-49"
"156","Alamance","2020-11-03",0,"Ages 25-49"
"157","Alamance","2020-11-04",0,"Ages 25-49"
"158","Alamance","2020-11-05",0,"Ages 25-49"
"159","Alamance","2020-11-06",0,"Ages 25-49"
"160","Alamance","2020-05-31",0,"Ages 25-49"
"161","Alamance","2020-11-08",0,"Ages 25-49"
"162","Alamance","2020-11-09",0,"Ages 25-49"
"163","Alamance","2020-07-16",0,"Ages 25-49"
"164","Alamance","2020-07-17",0,"Ages 25-49"
"165","Alamance","2020-07-18",0,"Ages 25-49"
"166","Alamance","2020-04-27",0,"Ages 25-49"
"167","Alamance","2020-12-28",0,"Ages 25-49"
"168","Alamance","2020-04-29",0,"Ages 25-49"
"169","Alamance","2020-07-21",0,"Ages 25-49"
"170","Alamance","2020-06-13",0,"Ages 25-49"
"171","Alamance","2020-07-23",0,"Ages 25-49"
"172","Alamance","2020-10-09",0,"Ages 25-49"
"173","Alamance","2020-03-22",0,"Ages 25-49"
"174","Alamance","2020-10-11",0,"Ages 25-49"
"175","Alamance","2020-11-22",0,"Ages 25-49"
"176","Alamance","2020-07-27",0,"Ages 25-49"
"177","Alamance","2020-10-15",0,"Ages 25-49"
"178","Alamance","2020-03-29",0,"Ages 25-49"
"179","Alamance","2020-05-08",0,"Ages 25-49"
"180","Alamance","2020-05-09",0,"Ages 25-49"
"181","Alamance","2020-05-10",0,"Ages 25-49"
"182","Alamance","2020-05-11",0,"Ages 25-49"
"183","Alamance","2020-08-03",0,"Ages 25-49"
"184","Alamance","2020-08-04",0,"Ages 25-49"
"185","Alamance","2020-12-02",1,"Ages 25-49"
"186","Alamance","2020-05-14",0,"Ages 25-49"
"187","Alamance","2020-05-15",0,"Ages 25-49"
"188","Alamance","2020-10-26",0,"Ages 25-49"
"189","Alamance","2020-10-27",0,"Ages 25-49"
"190","Alamance","2020-10-28",0,"Ages 25-49"
"191","Alamance","2020-10-29",0,"Ages 25-49"
"192","Alamance","2020-10-30",0,"Ages 25-49"
"193","Alamance","2020-10-31",0,"Ages 25-49"
"194","Alamance","2020-05-24",0,"Ages 25-49"
"195","Alamance","2020-09-22",0,"Ages 25-49"
"196","Alamance","2020-09-23",0,"Ages 25-49"
"197","Alamance","2020-05-27",0,"Ages 25-49"
"198","Alamance","2020-05-28",0,"Ages 25-49"
"199","Alamance","2020-05-29",0,"Ages 25-49"
"200","Alamance","2020-05-30",0,"Ages 25-49"
"201","Alamance","2020-06-01",0,"Ages 25-49"
"202","Alamance","2020-06-03",0,"Ages 25-49"
"203","Alamance","2020-06-04",0,"Ages 25-49"
"204","Alamance","2020-06-05",0,"Ages 25-49"
"205","Alamance","2020-10-02",0,"Ages 25-49"
"206","Alamance","2020-06-07",0,"Ages 25-49"
"207","Alamance","2020-04-28",0,"Ages 25-49"
"208","Alamance","2020-06-09",0,"Ages 25-49"
"209","Alamance","2020-06-10",0,"Ages 25-49"
"210","Alamance","2020-07-22",0,"Ages 25-49"
"211","Alamance","2020-06-12",0,"Ages 25-49"
"212","Alamance","2020-11-19",0,"Ages 25-49"
"213","Alamance","2020-03-19",0,"Ages 25-49"
"214","Alamance","2020-03-23",0,"Ages 25-49"
"215","Alamance","2020-03-21",0,"Ages 25-49"
"216","Alamance","2020-11-23",0,"Ages 25-49"
"217","Alamance","2020-11-24",0,"Ages 25-49"
"218","Alamance","2020-10-16",0,"Ages 25-49"
"219","Alamance","2020-07-29",0,"Ages 25-49"
"220","Alamance","2020-11-27",0,"Ages 25-49"
"221","Alamance","2020-11-28",0,"Ages 25-49"
"222","Alamance","2020-11-29",0,"Ages 25-49"
"223","Alamance","2020-11-30",0,"Ages 25-49"
"224","Alamance","2020-12-01",0,"Ages 25-49"
"225","Alamance","2020-05-13",0,"Ages 25-49"
"226","Alamance","2020-09-11",0,"Ages 25-49"
"227","Alamance","2020-09-12",0,"Ages 25-49"
"228","Alamance","2020-09-13",0,"Ages 25-49"
"229","Alamance","2020-05-16",0,"Ages 25-49"
"230","Alamance","2020-05-17",1,"Ages 25-49"
"231","Alamance","2020-05-18",1,"Ages 25-49"
"232","Alamance","2020-05-19",0,"Ages 25-49"
"233","Alamance","2020-05-22",1,"Ages 25-49"
"234","Alamance","2020-05-23",0,"Ages 25-49"
"235","Alamance","2020-09-20",0,"Ages 25-49"
"236","Alamance","2020-09-21",0,"Ages 25-49"
"237","Alamance","2020-11-17",0,"Ages 25-49"
"238","Alamance","2020-11-18",0,"Ages 25-49"
"239","Alamance","2020-10-08",0,"Ages 25-49"
"240","Alamance","2020-09-24",0,"Ages 25-49"
"241","Alamance","2020-09-27",0,"Ages 25-49"
"242","Alamance","2020-09-28",0,"Ages 25-49"
"243","Alamance","2020-06-02",0,"Ages 25-49"
"244","Alamance","2020-11-10",0,"Ages 25-49"
"245","Alamance","2020-11-11",0,"Ages 25-49"
"246","Alamance","2020-11-12",0,"Ages 25-49"
"247","Alamance","2020-06-08",0,"Ages 25-49"
"248","Alamance","2020-07-19",0,"Ages 25-49"
"249","Alamance","2020-07-20",0,"Ages 25-49"
"250","Alamance","2020-09-10",0,"Ages 25-49"
"251","Alamance","2020-05-12",0,"Ages 25-49"
"252","Alamance","2020-04-01",0,"Ages 25-49"
"253","Alamance","2020-03-18",0,"Ages 25-49"
"254","Alamance","2020-03-20",0,"Ages 25-49"
"255","Alamance","2020-09-25",0,"Ages 25-49"
"256","Alamance","2020-03-24",0,"Ages 25-49"
"257","Alamance","2020-03-25",0,"Ages 25-49"
"258","Alamance","2020-07-28",0,"Ages 25-49"
"259","Alamance","2020-11-25",0,"Ages 25-49"
"260","Alamance","2020-09-07",0,"Ages 25-49"
"261","Alamance","2020-09-08",0,"Ages 25-49"
"262","Alamance","2020-09-09",0,"Ages 25-49"
"263","Alamance","2020-10-05",0,"Ages 25-49"
"264","Alamance","2020-10-06",0,"Ages 25-49"
"265","Alamance","2020-06-11",0,"Ages 25-49"
"266","Alamance","2020-11-16",0,"Ages 25-49"
"267","Alamance","2020-10-07",0,"Ages 25-49"
"268","Alamance","2020-03-17",0,"Ages 25-49"
"269","Alamance","2020-09-26",0,"Ages 25-49"
"270","Alamance","2020-09-14",0,"Ages 25-49"
"271","Alamance","2020-09-15",0,"Ages 25-49"
"272","Alamance","2020-09-16",0,"Ages 25-49"
"273","Alamance","2020-09-17",0,"Ages 25-49"
"274","Alamance","2020-05-20",0,"Ages 25-49"
"275","Alamance","2020-09-19",0,"Ages 25-49"
"276","Alamance","2020-03-27",0,"Ages 25-49"
"277","Alamance","2020-11-14",0,"Ages 25-49"
"278","Alamance","2020-03-31",0,"Ages 25-49"
"279","Alamance","2020-03-15",0,"Ages 25-49"
"280","Alamance","2020-03-16",0,"Ages 25-49"
"281","Alamance","2020-10-01",0,"Ages 25-49"
"282","Alamance","2020-11-21",0,"Ages 25-49"
"283","Alamance","2020-10-03",0,"Ages 25-49"
"284","Alamance","2020-09-30",0,"Ages 25-49"
"285","Alamance","2020-09-18",0,"Ages 25-49"
"286","Alamance","2020-03-26",0,"Ages 25-49"
"287","Alamance","2020-11-15",0,"Ages 25-49"
"288","Alamance","2020-10-04",0,"Ages 25-49"
"289","Alamance","2020-03-28",0,"Ages 25-49"
"290","Alamance","2020-11-13",0,"Ages 25-49"
"291","Alamance","2020-09-29",0,"Ages 25-49"
"292","Alamance","2020-11-26",0,"Ages 25-49"
"293","Alamance","2020-07-07",0,"Ages 50-64"
"294","Alamance","2020-07-21",0,"Ages 50-64"
"295","Alamance","2020-07-05",0,"Ages 50-64"
"296","Alamance","2020-04-07",0,"Ages 50-64"
"297","Alamance","2020-04-08",0,"Ages 50-64"
"298","Alamance","2020-07-08",0,"Ages 50-64"
"299","Alamance","2020-07-06",0,"Ages 50-64"
"300","Alamance","2020-07-03",0,"Ages 50-64"
"301","Alamance","2020-07-02",0,"Ages 50-64"
"302","Alamance","2020-07-04",0,"Ages 50-64"
"303","Alamance","2020-11-02",0,"Ages 50-64"
"304","Alamance","2020-11-03",0,"Ages 50-64"
"305","Alamance","2020-11-04",0,"Ages 50-64"
"306","Alamance","2020-11-05",0,"Ages 50-64"
"307","Alamance","2020-04-30",0,"Ages 50-64"
"308","Alamance","2020-07-09",0,"Ages 50-64"
"309","Alamance","2020-07-22",0,"Ages 50-64"
"310","Alamance","2020-07-23",0,"Ages 50-64"
"311","Alamance","2020-04-09",0,"Ages 50-64"
"312","Alamance","2020-04-11",0,"Ages 50-64"
"313","Alamance","2020-06-30",0,"Ages 50-64"
"314","Alamance","2020-07-01",0,"Ages 50-64"
"315","Alamance","2020-04-12",0,"Ages 50-64"
"316","Alamance","2020-03-30",0,"Ages 50-64"
"317","Alamance","2020-03-31",0,"Ages 50-64"
"318","Alamance","2020-04-01",0,"Ages 50-64"
"319","Alamance","2020-04-02",0,"Ages 50-64"
"320","Alamance","2020-04-03",0,"Ages 50-64"
"321","Alamance","2020-11-20",0,"Ages 50-64"
"322","Alamance","2020-04-05",0,"Ages 50-64"
"323","Alamance","2020-04-06",0,"Ages 50-64"
"324","Alamance","2020-07-24",0,"Ages 50-64"
"325","Alamance","2020-04-10",0,"Ages 50-64"
"326","Alamance","2020-06-17",0,"Ages 50-64"
"327","Alamance","2020-08-09",0,"Ages 50-64"
"328","Alamance","2020-08-10",0,"Ages 50-64"
"329","Alamance","2020-05-20",0,"Ages 50-64"
"330","Alamance","2020-04-13",0,"Ages 50-64"
"331","Alamance","2020-04-14",0,"Ages 50-64"
"332","Alamance","2020-04-15",0,"Ages 50-64"
"333","Alamance","2020-04-16",0,"Ages 50-64"
"334","Alamance","2020-11-06",0,"Ages 50-64"
"335","Alamance","2020-11-07",0,"Ages 50-64"
"336","Alamance","2020-07-10",0,"Ages 50-64"
"337","Alamance","2020-08-06",0,"Ages 50-64"
"338","Alamance","2020-08-07",0,"Ages 50-64"
"339","Alamance","2020-08-08",0,"Ages 50-64"
"340","Alamance","2020-03-16",0,"Ages 50-64"
"341","Alamance","2020-03-17",0,"Ages 50-64"
"342","Alamance","2020-03-19",0,"Ages 50-64"
"343","Alamance","2020-03-20",0,"Ages 50-64"
"344","Alamance","2020-07-19",0,"Ages 50-64"
"345","Alamance","2020-03-21",0,"Ages 50-64"
"346","Alamance","2020-03-22",0,"Ages 50-64"
"347","Alamance","2020-08-28",0,"Ages 50-64"
"348","Alamance","2020-05-01",0,"Ages 50-64"
"349","Alamance","2020-05-02",0,"Ages 50-64"
"350","Alamance","2020-05-03",0,"Ages 50-64"
"351","Alamance","2020-05-04",0,"Ages 50-64"
"352","Alamance","2020-07-25",0,"Ages 50-64"
"353","Alamance","2020-09-04",0,"Ages 50-64"
"354","Alamance","2020-10-13",0,"Ages 50-64"
"355","Alamance","2020-06-18",0,"Ages 50-64"
"356","Alamance","2020-06-19",0,"Ages 50-64"
"357","Alamance","2020-06-20",0,"Ages 50-64"
"358","Alamance","2020-06-21",0,"Ages 50-64"
"359","Alamance","2020-06-22",0,"Ages 50-64"
"360","Alamance","2020-10-21",0,"Ages 50-64"
"361","Alamance","2020-04-04",0,"Ages 50-64"
"362","Alamance","2020-06-24",0,"Ages 50-64"
"363","Alamance","2020-06-25",0,"Ages 50-64"
"364","Alamance","2020-06-26",0,"Ages 50-64"
"365","Alamance","2020-06-27",0,"Ages 50-64"
"366","Alamance","2020-06-28",0,"Ages 50-64"
"367","Alamance","2020-06-29",0,"Ages 50-64"
"368","Alamance","2020-10-30",0,"Ages 50-64"
"369","Alamance","2020-10-31",1,"Ages 50-64"
"370","Alamance","2020-11-01",0,"Ages 50-64"
"371","Alamance","2020-12-09",1,"Ages 50-64"
"372","Alamance","2020-08-11",0,"Ages 50-64"
"373","Alamance","2020-08-12",0,"Ages 50-64"
"374","Alamance","2020-04-17",0,"Ages 50-64"
"375","Alamance","2020-04-18",0,"Ages 50-64"
"376","Alamance","2020-11-08",0,"Ages 50-64"
"377","Alamance","2020-07-11",0,"Ages 50-64"
"378","Alamance","2020-07-12",0,"Ages 50-64"
"379","Alamance","2020-03-18",0,"Ages 50-64"
"380","Alamance","2020-03-15",0,"Ages 50-64"
"381","Alamance","2020-07-16",0,"Ages 50-64"
"382","Alamance","2020-07-17",0,"Ages 50-64"
"383","Alamance","2020-07-18",0,"Ages 50-64"
"384","Alamance","2020-11-18",0,"Ages 50-64"
"385","Alamance","2020-11-19",0,"Ages 50-64"
"386","Alamance","2020-07-20",0,"Ages 50-64"
"387","Alamance","2020-06-08",0,"Ages 50-64"
"388","Alamance","2020-08-29",0,"Ages 50-64"
"389","Alamance","2020-08-30",0,"Ages 50-64"
"390","Alamance","2020-08-31",0,"Ages 50-64"
"391","Alamance","2020-03-23",0,"Ages 50-64"
"392","Alamance","2020-03-24",0,"Ages 50-64"
"393","Alamance","2020-03-25",0,"Ages 50-64"
"394","Alamance","2020-03-26",0,"Ages 50-64"
"395","Alamance","2020-03-27",0,"Ages 50-64"
"396","Alamance","2020-03-28",0,"Ages 50-64"
"397","Alamance","2020-03-29",0,"Ages 50-64"
"398","Alamance","2020-07-29",0,"Ages 50-64"
"399","Alamance","2020-07-30",0,"Ages 50-64"
"400","Alamance","2020-07-31",0,"Ages 50-64"
"401","Alamance","2020-06-23",0,"Ages 50-64"
"402","Alamance","2020-08-02",0,"Ages 50-64"
"403","Alamance","2020-08-03",0,"Ages 50-64"
"404","Alamance","2020-08-04",0,"Ages 50-64"
"405","Alamance","2020-08-05",0,"Ages 50-64"
"406","Alamance","2020-12-04",0,"Ages 50-64"
"407","Alamance","2020-12-05",0,"Ages 50-64"
"408","Alamance","2020-12-06",0,"Ages 50-64"
"409","Alamance","2020-12-07",3,"Ages 50-64"
"410","Alamance","2020-12-08",0,"Ages 50-64"
"411","Alamance","2020-05-22",0,"Ages 50-64"
"412","Alamance","2020-05-23",0,"Ages 50-64"
"413","Alamance","2020-05-24",0,"Ages 50-64"
"414","Alamance","2020-08-13",0,"Ages 50-64"
"415","Alamance","2020-08-14",0,"Ages 50-64"
"416","Alamance","2020-08-15",0,"Ages 50-64"
"417","Alamance","2020-11-09",0,"Ages 50-64"
"418","Alamance","2020-11-10",0,"Ages 50-64"
"419","Alamance","2020-07-13",0,"Ages 50-64"
"420","Alamance","2020-07-14",0,"Ages 50-64"
"421","Alamance","2020-07-15",0,"Ages 50-64"
"422","Alamance","2020-11-16",0,"Ages 50-64"
"423","Alamance","2020-11-17",0,"Ages 50-64"
"424","Alamance","2020-04-27",0,"Ages 50-64"
"425","Alamance","2020-04-28",0,"Ages 50-64"
"426","Alamance","2020-04-29",0,"Ages 50-64"
"427","Alamance","2020-08-24",0,"Ages 50-64"
"428","Alamance","2020-06-09",0,"Ages 50-64"
"429","Alamance","2020-06-10",0,"Ages 50-64"
"430","Alamance","2020-06-11",0,"Ages 50-64"
"431","Alamance","2020-09-01",0,"Ages 50-64"
"432","Alamance","2020-09-02",0,"Ages 50-64"
"433","Alamance","2020-09-03",0,"Ages 50-64"
"434","Alamance","2021-01-01",0,"Ages 50-64"
"435","Alamance","2020-09-05",0,"Ages 50-64"
"436","Alamance","2020-09-06",0,"Ages 50-64"
"437","Alamance","2020-09-07",0,"Ages 50-64"
"438","Alamance","2020-09-08",0,"Ages 50-64"
"439","Alamance","2020-09-09",0,"Ages 50-64"
"440","Alamance","2020-09-10",0,"Ages 50-64"
"441","Alamance","2020-08-01",0,"Ages 50-64"
"442","Alamance","2020-05-11",0,"Ages 50-64"
"443","Alamance","2020-05-12",0,"Ages 50-64"
"444","Alamance","2020-05-13",0,"Ages 50-64"
"445","Alamance","2020-05-14",0,"Ages 50-64"
"446","Alamance","2020-05-15",0,"Ages 50-64"
"447","Alamance","2020-05-16",0,"Ages 50-64"
"448","Alamance","2020-05-17",0,"Ages 50-64"
"449","Alamance","2020-05-18",0,"Ages 50-64"
"450","Alamance","2020-05-19",0,"Ages 50-64"
"451","Alamance","2020-09-19",0,"Ages 50-64"
"452","Alamance","2020-09-20",0,"Ages 50-64"
"453","Alamance","2020-12-10",0,"Ages 50-64"
"454","Alamance","2020-12-11",0,"Ages 50-64"
"455","Alamance","2020-12-12",0,"Ages 50-64"
"456","Alamance","2020-12-13",1,"Ages 50-64"
"457","Alamance","2020-04-19",0,"Ages 50-64"
"458","Alamance","2020-04-20",0,"Ages 50-64"
"459","Alamance","2020-11-11",0,"Ages 50-64"
"460","Alamance","2020-11-12",0,"Ages 50-64"
"461","Alamance","2020-11-13",0,"Ages 50-64"
"462","Alamance","2020-11-14",0,"Ages 50-64"
"463","Alamance","2020-11-15",0,"Ages 50-64"
"464","Alamance","2020-04-26",0,"Ages 50-64"
"465","Alamance","2020-08-26",0,"Ages 50-64"
"466","Alamance","2020-08-27",0,"Ages 50-64"
"467","Alamance","2020-06-06",0,"Ages 50-64"
"468","Alamance","2020-08-25",0,"Ages 50-64"
"469","Alamance","2020-12-26",0,"Ages 50-64"
"470","Alamance","2020-12-27",0,"Ages 50-64"
"471","Alamance","2020-06-12",0,"Ages 50-64"
"472","Alamance","2020-06-14",0,"Ages 50-64"
"473","Alamance","2020-06-15",0,"Ages 50-64"
"474","Alamance","2020-06-16",0,"Ages 50-64"
"475","Alamance","2020-11-22",0,"Ages 50-64"
"476","Alamance","2020-07-26",0,"Ages 50-64"
"477","Alamance","2020-10-14",0,"Ages 50-64"
"478","Alamance","2020-10-15",0,"Ages 50-64"
"479","Alamance","2020-10-16",0,"Ages 50-64"
"480","Alamance","2020-10-17",0,"Ages 50-64"
"481","Alamance","2020-10-18",0,"Ages 50-64"
"482","Alamance","2020-10-22",0,"Ages 50-64"
"483","Alamance","2020-10-23",0,"Ages 50-64"
"484","Alamance","2020-10-24",0,"Ages 50-64"
"485","Alamance","2020-10-25",1,"Ages 50-64"
"486","Alamance","2020-10-26",1,"Ages 50-64"
"487","Alamance","2020-10-27",1,"Ages 50-64"
"488","Alamance","2020-10-28",0,"Ages 50-64"
"489","Alamance","2020-10-29",0,"Ages 50-64"
"490","Alamance","2020-09-18",0,"Ages 50-64"
"491","Alamance","2020-08-21",0,"Ages 50-64"
"492","Alamance","2020-08-22",0,"Ages 50-64"
"493","Alamance","2020-09-21",0,"Ages 50-64"
"494","Alamance","2020-09-22",0,"Ages 50-64"
"495","Alamance","2020-05-25",0,"Ages 50-64"
"496","Alamance","2020-05-26",0,"Ages 50-64"
"497","Alamance","2020-12-14",1,"Ages 50-64"
"498","Alamance","2020-12-15",0,"Ages 50-64"
"499","Alamance","2020-04-21",0,"Ages 50-64"
"500","Alamance","2020-04-22",0,"Ages 50-64"
"501","Alamance","2020-04-23",0,"Ages 50-64"
"502","Alamance","2020-04-24",0,"Ages 50-64"
"503","Alamance","2020-04-25",0,"Ages 50-64"
"504","Alamance","2020-07-27",0,"Ages 50-64"
"505","Alamance","2020-07-28",0,"Ages 50-64"
"506","Alamance","2020-08-23",0,"Ages 50-64"
"507","Alamance","2020-12-23",0,"Ages 50-64"
"508","Alamance","2020-06-07",0,"Ages 50-64"
"509","Alamance","2020-10-06",0,"Ages 50-64"
"510","Alamance","2020-10-07",0,"Ages 50-64"
"511","Alamance","2020-12-28",0,"Ages 50-64"
"512","Alamance","2020-12-29",0,"Ages 50-64"
"513","Alamance","2020-12-30",0,"Ages 50-64"
"514","Alamance","2020-11-21",0,"Ages 50-64"
"515","Alamance","2020-10-12",0,"Ages 50-64"
"516","Alamance","2020-09-17",0,"Ages 50-64"
"517","Alamance","2020-08-20",0,"Ages 50-64"
